id	vendor_id	pickup_datetime	dropoff_datetime	passenger_count	pickup_longitude	pickup_latitude	dropoff_longitude	dropoff_latitude	store_and_fwd_flag	trip_duration
id2569332	1	2016-04-13 14:24:47	2016-04-13 14:30:52	1	-73.968727111816400	40.78643798828130	-73.960494995117200	40.778152465820300	N	365
id0526266	2	2016-05-15 09:42:58	2016-05-15 09:56:37	1	-73.934883117675800	40.801010131835900	-73.983001708984400	40.722568511962900	N	819
id3827863	2	2016-04-19 11:29:08	2016-04-19 12:27:56	3	-73.792892456054700	40.657878875732400	-73.809188842773400	40.690181732177700	N	3528
id1388344	2	2016-01-02 15:41:11	2016-01-02 16:01:39	2	-73.982337951660200	40.762809753418000	-73.982856750488300	40.748779296875	N	1228
id1079955	1	2016-04-22 11:28:00	2016-04-22 12:11:27	1	-73.994850158691400	40.718780517578100	-73.983413696289100	40.75885009765630	N	2607
id0256505	1	2016-03-14 15:04:38	2016-03-14 15:16:13	1	-73.994483947753900	40.745086669921900	-73.998992919921900	40.722709655761700	N	695
id1530524	1	2016-03-19 17:41:05	2016-03-19 17:48:57	1	-73.953422546386700	40.767658233642600	-73.980316162109400	40.737781524658200	N	472
id1674872	1	2016-02-29 02:46:24	2016-02-29 02:55:10	1	-73.951850891113300	40.714069366455100	-73.967971801757800	40.688720703125	N	526
id1040444	2	2016-01-07 17:01:32	2016-01-07 17:13:33	4	-73.976951599121100	40.752021789550800	-74.001213073730500	40.751613616943400	N	721
id1674996	1	2016-05-13 12:32:12	2016-05-13 12:40:44	1	-74.001800537109400	40.72613525390630	-74.007156372070300	40.740806579589800	N	512
id1965939	1	2016-05-24 12:16:33	2016-05-24 12:28:33	1	-73.994094848632800	40.761550903320300	-73.980636596679700	40.789638519287100	N	720
id0442192	1	2016-04-10 16:07:46	2016-04-10 16:10:40	1	-74.006324768066400	40.733390808105500	-74.000007629394500	40.743255615234400	N	174
id0515898	2	2016-05-21 17:38:55	2016-05-21 17:46:53	1	-74.002571105957000	40.739311218261700	-73.99188232421880	40.744998931884800	N	478
id1182327	2	2016-02-29 11:22:35	2016-02-29 11:35:43	1	-73.94830322265630	40.774436950683600	-73.963706970214800	40.755485534668000	N	788
id3913101	1	2016-06-25 22:05:46	2016-06-25 22:22:29	2	-74.001411437988300	40.761432647705100	-73.924629211425800	40.864028930664100	N	1003
id1680350	1	2016-03-18 20:56:16	2016-03-18 20:59:51	1	-74.002983093261700	40.723312377929700	-74.001556396484400	40.728824615478500	N	215
id0913838	2	2016-02-03 16:22:50	2016-02-03 16:37:20	5	-73.97833251953130	40.754070281982400	-73.959732055664100	40.772758483886700	N	870
id3896508	2	2016-06-07 22:32:32	2016-06-07 22:46:06	1	-73.863380432128900	40.769889831543000	-73.837127685546900	40.721359252929700	N	814
id2846400	2	2016-03-16 20:13:12	2016-03-16 20:23:49	1	-73.99725341796880	40.717960357666000	-73.999252319335900	40.730018615722700	N	637
id1510700	2	2016-02-20 21:58:13	2016-02-20 21:59:10	1	-73.958396911621100	40.772628784179700	-73.955131530761700	40.774242401123000	N	57
id0813128	2	2016-02-20 18:57:43	2016-02-20 19:07:32	2	-73.991203308105500	40.749553680419900	-73.979194641113300	40.746307373046900	N	589
id1158195	1	2016-03-24 17:58:51	2016-03-24 18:36:46	1	-73.992324829101600	40.730720520019500	-73.872505187988300	40.774497985839800	N	2275
id0959273	1	2016-03-20 23:16:39	2016-03-20 23:27:26	1	-73.988838195800800	40.768901824951200	-73.955535888671900	40.771743774414100	N	647
id0739660	1	2016-05-16 13:07:10	2016-05-16 13:34:18	3	-73.9647216796875	40.806606292724600	-73.984573364257800	40.760677337646500	N	1628
id3769871	1	2016-06-17 17:32:59	2016-06-17 18:11:56	1	-73.943145751953100	40.789630889892600	-73.989479064941400	40.762763977050800	N	2337
id1818021	1	2016-03-23 00:34:10	2016-03-23 00:45:24	1	-74.01116943359380	40.703605651855500	-74.005691528320300	40.741359710693400	N	674
id0982165	2	2016-04-12 21:29:16	2016-04-12 21:49:06	1	-73.980316162109400	40.75885009765630	-74.010139465332000	40.705081939697300	N	1190
id1519515	2	2016-06-11 12:52:19	2016-06-11 13:12:10	1	-73.950492858886700	40.771266937255900	-74.001243591308600	40.746490478515600	N	1191
id1082443	2	2016-02-25 14:56:26	2016-02-25 15:09:31	1	-73.98712158203130	40.768474578857400	-73.975822448730500	40.759712219238300	N	785
id2934884	2	2016-01-07 19:32:15	2016-01-07 19:40:55	1	-73.98638916015630	40.756614685058600	-73.999794006347700	40.761631011962900	N	520
id1205949	1	2016-06-05 18:43:14	2016-06-05 18:46:52	1	-73.962608337402300	40.758827209472700	-73.954193115234400	40.764053344726600	N	218
id2592310	2	2016-06-13 07:20:46	2016-06-13 07:24:28	1	-73.99041748046880	40.756881713867200	-73.981979370117200	40.759990692138700	N	222
id0883711	1	2016-01-16 21:22:41	2016-01-16 21:42:45	1	-73.993637084960900	40.734218597412100	-73.961463928222700	40.769298553466800	N	1204
id0283075	1	2016-04-06 23:42:26	2016-04-07 00:12:08	1	-73.782478332519500	40.644645690918000	-73.981124877929700	40.72088623046880	N	1782
id2107497	1	2016-05-13 20:46:55	2016-05-13 21:06:29	2	-74.013954162597700	40.712833404541000	-73.997550964355500	40.718074798584000	N	1174
id2090852	2	2016-01-28 11:25:20	2016-01-28 11:30:56	1	-73.968826293945300	40.754196166992200	-73.972755432128900	40.746612548828100	N	336
id1297351	2	2016-06-24 14:24:31	2016-06-24 14:32:21	1	-74.003288269043000	40.726970672607400	-73.993301391601600	40.739120483398400	N	470
id0667605	2	2016-05-27 16:17:36	2016-05-27 16:23:22	1	-73.991058349609400	40.739570617675800	-74.006103515625	40.734550476074200	N	346
id1476107	1	2016-05-22 15:41:29	2016-05-22 15:48:28	1	-73.966880798339800	40.788681030273400	-73.962821960449200	40.775726318359400	N	419
id0673727	2	2016-05-18 19:15:27	2016-05-18 19:44:49	1	-73.961677551269500	40.775966644287100	-73.857391357421900	40.733283996582000	N	1762
id2030290	1	2016-03-31 11:33:30	2016-03-31 12:12:31	3	-73.86431884765630	40.769828796386700	-73.985862731933600	40.760951995849600	N	2341
id3770790	1	2016-02-13 13:12:49	2016-02-13 13:19:35	1	-73.992233276367200	40.744281768798800	-74.008232116699200	40.748825073242200	N	406
id3025098	2	2016-01-20 19:21:31	2016-01-20 19:31:27	1	-73.976982116699200	40.750301361084000	-73.999122619628900	40.739509582519500	N	596
id3333094	2	2016-06-02 23:34:00	2016-06-02 23:41:15	1	-73.973464965820300	40.755229949951200	-73.977363586425800	40.742820739746100	N	435
id2228940	1	2016-02-04 13:22:02	2016-02-04 13:40:30	1	-73.981864929199200	40.758773803710900	-73.970222473144500	40.784141540527300	N	1108
id2102594	1	2016-03-30 16:14:29	2016-03-30 17:01:33	1	-73.789840698242200	40.643558502197300	-73.970664978027300	40.687278747558600	N	2824
id0010677	1	2016-04-29 10:40:34	2016-04-29 10:53:23	2	-73.991973876953100	40.749996185302700	-73.977882385253900	40.754894256591800	N	769
id3194108	1	2016-06-01 11:48:41	2016-06-01 12:19:07	1	-74.005027770996100	40.746452331543000	-73.972007751464800	40.745780944824200	N	1826
id2063827	1	2016-05-18 21:09:02	2016-05-18 21:18:55	1	-73.981414794921900	40.756732940673800	-73.970565795898400	40.755695343017600	N	593
id0105610	1	2016-02-19 20:01:24	2016-02-19 20:35:49	3	-73.789718627929700	40.643707275390600	-73.97869873046880	40.750343322753900	N	2065
id3502065	1	2016-03-15 21:03:44	2016-03-15 21:14:37	1	-73.974014282226600	40.757152557373000	-73.949737548828100	40.777091979980500	N	653
id3508035	2	2016-06-06 20:13:56	2016-06-06 20:45:20	6	-73.788131713867200	40.641460418701200	-73.971771240234400	40.749408721923800	N	1884
id3236276	2	2016-01-27 08:07:32	2016-01-27 08:24:01	1	-73.956039428710900	40.767608642578100	-73.96820068359380	40.786689758300800	N	989
id3277902	1	2016-04-09 15:04:31	2016-04-09 15:11:30	1	-73.973167419433600	40.755699157714800	-73.988655090332000	40.736995697021500	N	419
id2335059	1	2016-05-27 11:10:32	2016-05-27 11:26:34	4	-73.975807189941400	40.760627746582000	-73.987785339355500	40.754920959472700	N	962
id2300865	1	2016-05-10 10:31:22	2016-05-10 10:35:25	1	-73.96588134765630	40.762840270996100	-73.960990905761700	40.7708740234375	N	243
id3962434	2	2016-01-10 08:45:31	2016-01-10 08:51:44	2	-73.989273071289100	40.756488800048800	-74.002799987793000	40.760501861572300	N	373
id2677672	1	2016-02-18 17:47:39	2016-02-18 17:54:03	2	-73.945755004882800	40.773681640625	-73.95343017578130	40.781078338623000	N	384
id0589360	1	2016-05-22 17:34:08	2016-05-22 18:20:01	1	-73.863677978515600	40.769771575927700	-74.007217407226600	40.70489501953130	N	2753
id0970832	1	2016-03-12 20:39:39	2016-03-12 21:05:40	1	-74.008247375488300	40.747352600097700	-73.979446411132800	40.71875	N	1561
id0694434	1	2016-01-26 23:40:14	2016-01-26 23:48:39	1	-74.006797790527300	40.706073760986300	-73.974021911621100	40.744075775146500	N	505
id3729136	2	2016-01-30 15:15:47	2016-01-30 15:30:47	2	-73.977272033691400	40.757350921630900	-74.002433776855500	40.734401702880900	N	900
id2358953	2	2016-06-27 00:31:28	2016-06-27 01:06:44	1	-73.870819091796900	40.773738861084000	-73.857498168945300	41.017810821533200	N	2116
id0935429	1	2016-05-02 06:58:06	2016-05-02 07:08:17	1	-73.999092102050800	40.745491027832000	-73.978561401367200	40.762325286865200	N	611
id3056417	2	2016-04-11 14:18:21	2016-04-11 14:34:33	1	-73.984359741210900	40.742710113525400	-73.987747192382800	40.751888275146500	N	972
id1152886	2	2016-01-21 14:34:06	2016-01-21 14:44:10	1	-73.961677551269500	40.77117919921880	-73.952110290527300	40.784358978271500	N	604
id1796723	1	2016-02-09 15:54:53	2016-02-09 16:04:47	1	-73.993858337402300	40.735797882080100	-73.994621276855500	40.750461578369100	N	594
id0045014	1	2016-04-20 20:29:42	2016-04-20 20:39:16	1	-73.950126647949200	40.780086517334000	-73.96282958984380	40.762683868408200	N	574
id2648478	1	2016-01-18 11:13:59	2016-01-18 11:18:56	1	-73.951576232910200	40.766468048095700	-73.960212707519500	40.760540008544900	N	297
id0702030	1	2016-01-07 23:24:44	2016-01-07 23:26:25	1	-73.999298095703100	40.749534606933600	-74.005363464355500	40.743518829345700	N	101
id3024438	2	2016-06-10 22:24:37	2016-06-10 22:41:58	1	-73.953720092773400	40.775295257568400	-73.991195678710900	40.726318359375	N	1041
id2146569	2	2016-06-23 22:17:35	2016-06-23 22:21:07	1	-73.976799011230500	40.749950408935500	-73.9815673828125	40.745769500732400	N	212
id2307151	1	2016-02-07 18:08:06	2016-02-07 18:15:08	1	-73.961952209472700	40.800445556640600	-73.978416442871100	40.782791137695300	N	422
id2049424	2	2016-03-02 20:15:07	2016-03-02 20:37:43	1	-73.963890075683600	40.773651123046900	-74.005111694335900	40.751491546630900	N	1356
id2209089	1	2016-02-24 22:56:43	2016-02-24 23:03:39	1	-74.006912231445300	40.730361938476600	-74.005943298339800	40.727069854736300	N	416
id0391524	1	2016-04-06 12:14:40	2016-04-06 12:33:18	1	-73.978645324707000	40.748035430908200	-73.970130920410200	40.762737274169900	N	1118
id2681033	1	2016-06-17 10:01:39	2016-06-17 10:16:13	1	-73.976829528808600	40.788211822509800	-73.983749389648400	40.762531280517600	N	874
id2040275	1	2016-06-16 20:31:09	2016-06-16 20:36:30	1	-73.936943054199200	40.798233032226600	-73.946380615234400	40.7808837890625	N	321
id0073842	2	2016-03-30 23:49:41	2016-03-30 23:56:21	1	-73.99005126953130	40.738010406494100	-73.990936279296900	40.725215911865200	N	400
id3942339	1	2016-01-05 17:58:04	2016-01-05 18:13:38	1	-73.978828430175800	40.752803802490200	-73.991035461425800	40.750419616699200	N	934
id2991616	2	2016-03-19 19:51:34	2016-03-19 20:04:27	3	-73.983566284179700	40.755561828613300	-73.982368469238300	40.766960144043000	N	773
id1047459	2	2016-01-22 17:31:53	2016-01-22 17:37:30	3	-73.988410949707000	40.758960723877000	-73.991897583007800	40.77069091796880	N	337
id1737558	1	2016-05-18 19:08:31	2016-05-18 19:12:25	1	-73.960235595703100	40.762229919433600	-73.950592041015600	40.775314331054700	N	234
id2135557	2	2016-05-25 13:19:56	2016-05-25 13:27:50	5	-73.970283508300800	40.76483154296880	-73.957572937011700	40.782478332519500	N	474
id0659170	2	2016-03-26 13:07:08	2016-03-26 13:29:02	1	-73.968658447265600	40.764507293701200	-73.872833251953100	40.771453857421900	N	1314
id1125774	1	2016-01-19 22:20:43	2016-01-19 22:28:45	2	-73.994537353515600	40.740234375	-73.976188659668000	40.762592315673800	N	482
id1886740	1	2016-05-29 00:15:12	2016-05-29 00:24:38	1	-73.985115051269500	40.768726348877000	-73.951667785644500	40.774433135986300	N	566
id1982306	2	2016-02-10 21:06:14	2016-02-10 21:09:23	2	-73.984939575195300	40.751857757568400	-73.983543395996100	40.744335174560500	N	189
id2684106	2	2016-02-26 20:59:13	2016-02-26 21:14:26	2	-74.001007080078100	40.731781005859400	-73.987152099609400	40.771003723144500	N	913
id0038484	2	2016-03-09 13:41:11	2016-03-09 13:53:27	2	-73.972854614257800	40.764400482177700	-73.971809387207000	40.757888793945300	N	736
id1734208	2	2016-04-11 10:44:32	2016-04-11 10:56:26	6	-73.997077941894500	40.720638275146500	-73.9996337890625	40.745838165283200	N	714
id0561467	1	2016-02-09 06:58:53	2016-02-09 07:12:28	1	-73.972549438476600	40.794017791748000	-73.954055786132800	40.766300201416000	N	815
id3092788	2	2016-03-03 22:01:32	2016-03-03 22:17:44	2	-73.984771728515600	40.7105712890625	-73.989410400390600	40.730148315429700	N	972
id1741519	2	2016-03-26 14:47:44	2016-03-26 14:53:02	1	-73.984786987304700	40.743015289306600	-73.993606567382800	40.735286712646500	N	318
id1330402	2	2016-05-22 18:06:05	2016-05-22 18:16:30	1	-73.9918212890625	40.750076293945300	-73.971054077148400	40.756698608398400	N	625
id2505596	2	2016-05-28 22:53:12	2016-05-28 23:07:31	1	-73.9849853515625	40.748580932617200	-73.981277465820300	40.769115447998000	N	859
id1630509	2	2016-03-16 05:42:49	2016-03-16 05:45:10	2	-73.993667602539100	40.741878509521500	-73.984588623046900	40.754299163818400	N	141
id0512853	1	2016-05-28 17:40:21	2016-05-28 17:56:44	1	-73.969566345214800	40.7691650390625	-73.986526489257800	40.730335235595700	N	983
id3089912	2	2016-06-13 13:22:04	2016-06-13 13:31:29	2	-73.989959716796900	40.741081237793000	-73.976966857910200	40.747451782226600	N	565
id1137965	1	2016-05-16 15:02:10	2016-05-16 15:08:01	1	-73.9891357421875	40.775020599365200	-73.981819152832000	40.766059875488300	N	351
id3677225	2	2016-01-09 15:07:03	2016-01-09 15:12:45	1	-73.967880249023400	40.759811401367200	-73.953826904296900	40.778881072998000	N	342
id0401226	1	2016-05-26 06:37:10	2016-05-26 06:52:19	4	-74.006706237793000	40.705554962158200	-73.991691589355500	40.749721527099600	N	909
id2452605	2	2016-05-22 22:42:31	2016-05-22 22:46:18	1	-73.996269226074200	40.749851226806600	-73.994766235351600	40.736480712890600	N	227
id3618302	2	2016-04-19 09:27:04	2016-04-19 09:45:02	6	-73.987319946289100	40.750640869140600	-73.989288330078100	40.769405364990200	N	1078
id1552358	2	2016-04-01 07:55:30	2016-04-01 08:10:30	1	-73.975433349609400	40.752132415771500	-73.99078369140630	40.750942230224600	N	900
id1168234	1	2016-02-01 18:02:59	2016-02-01 18:13:30	1	-74.000205993652300	40.737846374511700	-74.000312805175800	40.722866058349600	N	631
id2910320	2	2016-04-20 07:33:12	2016-04-20 07:56:17	1	-73.955459594726600	40.767307281494100	-73.988998413085900	40.693168640136700	N	1385
id3331830	1	2016-04-12 09:21:27	2016-04-12 09:35:56	1	-73.964866638183600	40.755790710449200	-73.975807189941400	40.757354736328100	N	869
id0195963	2	2016-06-19 18:39:05	2016-06-19 18:48:39	1	-73.999160766601600	40.744369506835900	-73.98870849609380	40.758701324462900	N	574
id0762989	2	2016-03-17 08:24:27	2016-03-17 08:26:11	1	-73.977615356445300	40.763572692871100	-73.972572326660200	40.765956878662100	N	104
id2671060	2	2016-04-07 08:44:32	2016-04-07 08:51:30	1	-73.953117370605500	40.771800994873000	-73.947921752929700	40.783149719238300	N	418
id3620795	1	2016-01-01 10:45:24	2016-01-01 10:51:47	1	-74.001609802246100	40.740810394287100	-73.996223449707000	40.725902557373000	N	383
id2282206	1	2016-01-04 16:32:42	2016-01-04 16:51:19	2	-73.962181091308600	40.810726165771500	-73.994834899902300	40.752811431884800	N	1117
id0591292	1	2016-06-09 18:43:04	2016-06-09 19:07:11	1	-73.986968994140600	40.742851257324200	-73.994285583496100	40.761356353759800	N	1447
id0906779	1	2016-04-19 08:31:48	2016-04-19 09:14:11	2	-73.9715576171875	40.750629425048800	-73.952629089355500	40.631595611572300	N	2543
id2326430	2	2016-06-10 22:06:53	2016-06-10 22:23:14	1	-73.956878662109400	40.774871826171900	-73.936508178710900	40.857185363769500	N	981
id3863815	2	2016-03-14 04:24:36	2016-03-14 04:37:11	3	-73.944358825683600	40.714488983154300	-73.910530090332000	40.709491729736300	N	755
id3048297	2	2016-04-06 08:53:11	2016-04-06 09:14:08	1	-73.972793579101600	40.755596160888700	-73.873123168945300	40.774456024169900	N	1257
id3649509	1	2016-04-02 14:46:23	2016-04-02 15:06:44	2	-74.005546569824200	40.709262847900400	-73.970146179199200	40.762741088867200	N	1221
id1783063	2	2016-04-06 12:24:22	2016-04-06 12:40:02	2	-73.984649658203100	40.745979309082000	-73.977378845214800	40.759651184082000	N	940
id3363012	2	2016-04-12 20:22:49	2016-04-12 20:24:55	1	-73.961967468261700	40.77008056640630	-73.960777282714800	40.775051116943400	N	126
id0514638	1	2016-02-10 08:36:33	2016-02-10 08:42:23	1	-73.96942138671880	40.800033569335900	-73.968177795410200	40.791702270507800	N	350
id0627115	2	2016-02-26 16:10:47	2016-02-26 16:23:04	1	-73.982627868652300	40.762111663818400	-73.993370056152300	40.747489929199200	N	737
id3141299	2	2016-01-14 12:25:54	2016-01-14 12:37:24	3	-73.995773315429700	40.742568969726600	-74.008094787597700	40.722770690918000	N	690
id2003497	1	2016-04-15 11:58:45	2016-04-15 12:09:56	2	-74.000076293945300	40.748298645019500	-73.989883422851600	40.737964630127000	N	671
id3748197	1	2016-02-07 23:17:58	2016-02-07 23:25:41	1	-73.999168395996100	40.734233856201200	-73.982093811035200	40.740276336669900	N	463
id2983261	1	2016-04-15 14:41:14	2016-04-15 14:47:21	1	-74.014251708984400	40.713912963867200	-74.004623413085900	40.70538330078130	N	367
id0485870	2	2016-06-19 20:23:09	2016-06-19 20:29:18	1	-73.990898132324200	40.750663757324200	-73.993217468261700	40.734199523925800	N	369
id0835694	1	2016-01-15 19:25:12	2016-01-15 19:31:54	1	-73.975105285644500	40.755691528320300	-73.985595703125	40.747474670410200	N	402
id3426410	2	2016-02-18 09:27:07	2016-02-18 09:45:20	5	-73.967437744140600	40.759349822998000	-74.012687683105500	40.701610565185500	N	1093
id3673678	2	2016-01-31 13:52:55	2016-01-31 14:03:52	1	-73.975997924804700	40.751136779785200	-74.001853942871100	40.7352294921875	N	657
id2460349	1	2016-01-07 15:40:34	2016-01-07 15:49:24	2	-73.978950500488300	40.750930786132800	-73.964393615722700	40.754962921142600	N	530
id3198639	1	2016-06-05 03:02:46	2016-06-05 03:14:59	1	-73.979789733886700	40.781265258789100	-73.940879821777300	40.823223114013700	N	733
id1872601	2	2016-05-31 19:16:05	2016-05-31 19:27:44	2	-73.986862182617200	40.750961303710900	-74.005378723144500	40.740028381347700	N	699
id0125957	1	2016-06-14 21:16:43	2016-06-14 21:21:37	2	-73.967018127441400	40.753005981445300	-73.951629638671900	40.769359588623000	N	294
